,Domain/Prefix,Genre,URL,Text,Warc file
0,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/0-101801/,"Die Antwoord are rap&apos;s new aliens: a trio of ""zef"" (i.e., white trash) South Africans led by an MC with a craggy, off-his-meds flow and a pipsqueak hype girl with a crazy mullet. Their major-label debut piles up techno beats, Afrikaans lyrics and choruses that sound like warped schoolyard chants, peaking with the intense and addictive ""Enter the Ninja"" — whose machine-gun rhymes and surreal singsong hooks suggest Eminem&apos;s ""Lose Yourself"" on crank. Elsewhere, Die Antwoord get stuck in mediocre porn-rap, rhyming about ejaculating in champagne glasses and chicks with dicks. The overall effect is sort of like watching freak-show performers who haven&apos;t figured out how to maximize their talents.
Related Meet Die Antwoord in the 2010 Hot Issue",crawl-data/CC-MAIN-2019-13/segments/1552912202723.74/warc/CC-MAIN-20190323040640-20190323062640-00354.warc.gz
1,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/10-summers-89834/,"The sound of hip-hop in 2014 is the rubbery, skeletal pulses of L.A. producer DJ Mustard, who will have scored about half a dozen Hot 100 hits before summer&apos;s end. Rather than coast on his formula, though, Mustard spends much of his debut album making hard-hitting, old-school West Coast hip-hop. Famous friends (Lil Wayne, 2 Chainz) and emerging MCs stop by for songs that suggest modern versions of Eazy-E&apos;s ""Boyz-n-the-Hood"" (""Ghetto Tales"") and Too $hort&apos;s freaky storytelling (""Face Down""). The final stretch of tracks are Mustard-as-usual – perfectly fine, but they make a brave album a little more safe.",crawl-data/CC-MAIN-2019-13/segments/1552912201922.85/warc/CC-MAIN-20190319073140-20190319095140-00405.warc.gz
2,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/1000-forms-of-fear-110656/,"In the four years since Australian powerhouse Sia&apos;s last LP, her sound has become ubiquitous, even if her face hasn&apos;t. She&apos;s written hits for Beyoncé, Katy Perry and Rihanna – the vocal dips and midtempo melancholy of ""Diamonds"" are Sia&apos;s signatures – and this album will likely be just as ubiquitous. Her knack for heart-swelling choruses shines through on a set of tracks you might play while winning a marathon: There&apos;s triumph in her tiniest tics, like the echoing woo-ooh on the outro to ""Big Girls Cry"" or the sweetened trap toms of ""Elastic Heart."" You can&apos;t see what Sia looks like in the cover art, but she sounds like a superstar.",crawl-data/CC-MAIN-2019-13/segments/1552912203865.15/warc/CC-MAIN-20190325092147-20190325114147-00190.warc.gz
3,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/12-haunted-episodes-95472/,"Inconsistently brilliant, Graham Parker has soared (Howlin&apos; Wind, Squeezing Out Sparks) and slumped (The Real Macaw) ever since starting out as a bardic pub rocker in 1976. His best work in years, 12 is also his subtlest. On ""Pollinate,"" the writer famed for trenchant sarcasm sings ""People think I&apos;m filled with hate/They got it wrong, that&apos;s out of date,"" and this new gentleness — both in love-song thematics and folksy grooves — suits the tough guy well. ""First Day of Spring"" is flat-out lovely; ""Haunted Episodes"" exudes jazzy, muted elegance. Autumnal in mood, gracious and honest, this is music of a clean, unsentimental maturity.",crawl-data/CC-MAIN-2019-13/segments/1552912202572.7/warc/CC-MAIN-20190321213516-20190321235516-00130.warc.gz
4,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/15-big-ones-205936/,"We&apos;re still singing that same song,"" the Beach Boys chime on 15 Big Ones, their long awaited new album, and a check proves that the personnel hasn&apos;t changed since 1962. But the same song as ""Surfin&apos;""? Hardly. Today, the reference point is Gregorian chant, and the rock is for the ages. Even the familiar faces are misleading. Brian Wilson, the group&apos;s absentee genius, hasn&apos;t toured with them since 1964; the last Top Ten hit he wrote and produced for them came in 1966.
But that chronology only tells half a story. In 1974, Capitol Records released Endless Summer, an anthology of Beach Boys material from the ""Surfin&apos; U.S.A.""/""Help Me Rhonda"" era, circa 1962-65. It went on to sell over a million copies, spawning Spirit of America, a successful followup. Meanwhile, the Beach Boys once again became one of the biggest concert draws in the United States, largely on the strength of a tight set that increasingly emphasized the surf and car oldies. Unfortunately, the once and future real-life Beach Boys haven&apos;t been able to cut a commercial new record. In fact, for the past three years, they haven&apos;t been able to cut much of anything.
The real enigma has been Brian. By 1976, the man who had authored and produced all those early hits and much of their best later work, from Friends to Holland, was less a vital creative voice than a mute object of speculation and gossip. What few tidbits surfaced seemed equivocal: Brian&apos;s Christmas record for the Beach Boys in 1974, ""Child of Winter,"" was extremely odd, and his production and singing on California Music&apos;s 1975 remake of ""Why Do Fools Fall in Love"" also sounded, well, off.
This context is crucial, for a lot is riding on 15 Big Ones. It is the Beach Boys&apos; first studio album since Holland in 1972. It is Brian&apos;s first solo Beach Boys production since Wild Honey in 1967. Most of all, it is the album that the group and Reprise hope will put the contemporary band back on top of the charts, in the same league with their former selves.
Imagine Brian&apos;s situation. Trapped by the potent popular chimera of eternal summertime fun he himself created, obsessed by fears of failing melodic gifts and forced to compete with his own best work, unwilling or unable any longer to trust his instincts, uncertain whether his reflective understanding of the music may not cripple the carefree rock & roll he has had success with in the past, Brian (reluctantly?) comes out of semiretirement to take control of the first Beach Boys project in over three years, submits to interviews and waits, anxiously, one assumes, for the popular verdict.
The result, 15 Big Ones, includes eight rock classics, six new ones and one Beach Boys ""oldie,"" ""Susie Cincinnati,"" that dates from 1970 (it first appeared as the flip to the BBs&apos; Reprise debut, ""Add Some Music to Your Day""). In explaining the paucity of new material — the sine qua non of a genuine comeback, one would have thought — Brian has been blunt: ""It&apos;s hard to come up with original material... .""
The album&apos;s opener, Chuck Berry&apos;s ""Rock &apos;n&apos; Roll Music,"" sets the mood. A methodical rendition, garnished by lugubrious organ fills and lumbering fuzz guitar, the cut at first sounds lazy, although its brittle surface cuts through on AM radio. Rather than evoking ""Fun, Fun, Fun,"" the record recalls the jaded posturing of the latter-day Rolling Stones — as if to echo, ""It&apos;s only rock &apos;n&apos; roll, but I like it, like it, yes I do."" The bands protest too much.
The ultimate emptiness of this compulsion to rock around the clock — picture a man condemned to life imprisonment on a Ferris wheel — is only underlined by the album&apos;s last track, a positively chilling rendition of ""Just Once in My Life,"" the Righteous Brothers/Phil Spector hit. Brian&apos;s arrangement lovingly sketches in the song&apos;s original setting, but the vocals are something else again. Sounding rather like a suicide before the plunge, Carl Wilson wobbles around the opening lines: ""There&apos;s a lot of things I want, a lot of things that I&apos;d like to be."" When Brian enters, he sings believably, pathetically, ""I&apos;ve given up on schemes, &apos;cause every one fell through/I&apos;ve given up so many things, don&apos;t ask me to give up on you."" Wavering off-pitch delivery and all, this is one of the most affecting vocals Brian has ever done, right up there with ""In My Room"" and ""Caroline, No."" But is this the key to mass success? Maybe if cadavers threw pajama parties.
The other oldies are equally spooky. ""Talk to Me"" might pass as psychotherapy for ether addicts. With its mysterious interpolation of ""Tallahassee Lassie,"" this cut sounds like it belongs on ""Mount Vernon and Fairway,"" Brian&apos;s fairy tale ""bonus"" on Holland.
In the past, the Beach Boys have made some great versions of rock classics, crowned by ""Why Do Fools Fall in Love"" (on Shut Down-Vol. 2) and ""I Can Hear Music"" (on 20/20) with their stunning a cappella breaks. But it would be a mistake to compare these records with the oldies on 15 Big Ones. The earlier remakes involved songs Brian or Carl simply felt like covering. The new remakes, by contrast, involve songs Brian has grasped at to help break his writer&apos;s block. He treats each of them as a valuable clue to the secret of rock & roll, as if by taking these cherished songs and memories apart and piecing them back together again he might recover a mastery of their magic for himself.
The sloppy vocals and hallucinatory instrumental are all part of Brian&apos;s strategy to ""get back."" (Brian: ""I love the old stuff that we did better than the new stuff. It was simple in its crude form, and I liked that."") Very few of the versions even pretend fidelity to the originals. They are all marked by Brian&apos;s marvelous looniness and his ear for melody, which has never failed him, whatever he may fear: just listen to the saxophone chorale opening ""Blueberry Hill,"" and then Brian&apos;s own demented, soulful vocal counterpoint on ""Chapel of Love,"" or any of his new songs, for that matter.
Brian&apos;s originals, five in all, are of a piece with the oldies. Again, none of them attempt a straightforward update of the ""Beach Boys sound."" ""It&apos;s O.K.,"" inevitably the next single from the album, comes closest to summoning the obligatory sunshine (""Gotta go to it/Gotta go through it/Gotta get with it"") and it crackles with concise authority. But the bleating organ behind that chorus, the ambiguity of ""gotta,"" both give the game away: ""It&apos;s O.K. to get out there and have some fun."" Who are they trying to convince, anyway? (Brian confessed recently that water has always scared him.)
Perhaps in a fit of congenital eccentricity, Brian has turned his other songs on 15 Big Ones into three-minute autobiographical schnapps reminiscent of his work on 1968&apos;s Friends: ""Had to Phone Ya"" sounds like ""Busy Doin&apos; Nothin&apos;"" revisited, and ""Back Home"" echoes, in the same ungainly way, all the wholesome virtues extoled in ""When a Man Needs a Woman."" But where Friends reflected a kind of oblivious domesticity, 15 Big Ones expresses a troubled sensibility fighting to regain its equilibrium. And when Brian sings that he&apos;s going ""back home to that farm I remember,"" where he&apos;ll milk cows, feed chickens and eat breakfast alone, it&apos;s hard not to grant the man his absurd vision of bliss.
It all adds up to a compulsive, tentative album that almost sounds unfinished — and this from a band that could win a guaranteed ride to the top with recycled formulas. Now we&apos;ll have to wait and see, although ""Rock &apos;n&apos; Roll Music"" looks like the band&apos;s first Top Ten single since ""Good Vibrations.""
This much, I think, is clear: in a period when even our best bands traffic in bland proficiency (think only of the Rolling Stones&apos; Black and Blue or Steely Dan&apos;s The Royal Scam), 15 Big Ones relentlessly exhibits, in poignant, almost embarrassing detail, the foibles, fantasies and frustrated ambitions of Brian Wilson, the man behind America&apos;s greatest white rock band. It is the most idiosyncratic — and flaky — record I have heard in some time, and it fascinates me. Like Friends, its clearest predecessor in their oeuvre, 15 Big Ones will be treasured by longstanding Beach Boys addicts, even if it confounds a new audience hungry for summer reruns.
But Brian deserves the last word. ""There&apos;s a lotta different ways to go. One way is very mental, trusting in your mind; the second is kinda going with your instincts and the third would be force. If the first two fail, the last sets in — but that works too."" All right, but what about next time?",crawl-data/CC-MAIN-2019-13/segments/1552912203448.17/warc/CC-MAIN-20190324124545-20190324150545-00535.warc.gz
5,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/18-181331/,"Moby may look like an unlikely candidate for the gig, but by now he&apos;s the face of modern music. It&apos;s probably just because he likes everything. Too catholic in his tastes to pass for a true dance-floor DJ, he finds his real artistic vocation as the home DJ, the guy obsessively making his own mix tapes (or burning his own mix CDs) and foisting them on his friends. The payoff: his 1999 classic Play, a deeply eccentric and garbled spiritual statement that nonetheless smashed through music-biz boundaries to find new audiences all over the world, eventually selling almost 10 million copies and gracing more TV commercials than Mr. Whipple. Jumping off from Fatboy Slim&apos;s ""Praise You,"" Moby took ghostly old voices from blues and gospel folkways and remixed them into seductive new dance music. You had to worry that the sequel would beat the formula into the ground, turning ancient spirituals into ad jingles: ""Nobody Knows the Arby&apos;s I&apos;ve Seen,"" ""Nike&apos;s Blood Never Failed Me Yet,"" ""Colonel Sanders Gonna Make Up My Dying Bed"" or ""Oh, Lawdy, I&apos;m Not Gonna Pay a Lot for This Muffler.""
In addition to everything else it was, Play was a mess. Everybody remembers it for the blues-gospel techno pastiche of highlights such as ""Natural Blues"" and ""Honey,"" but they added up to only one-third or so of the album. The rest of Play veered from somber New Age goop to metal-guitar blare to goth gloom to silly Paula Abdul-style mall disco (the freak hit ""South Side""). That&apos;s the way Moby works: His 1996 Animal Rights was packaged as his metal move, but it was dominated mostly by such spacey keyboard doodles as ""Love Song for My Mom"" (and why hasn&apos;t Hallmark bought up that one yet?). Messes are Moby&apos;s thing, and the disjunct segue is his signature groove. So 18 is neither a retread of Play nor a departure from it. It&apos;s pop music the way Moby has always heard it: a frantic dance of different sounds and styles, banging into the wall a time or two but hitting sublimely beautiful highs along the way.
On 18, Moby turns up the vocals — only a handful of tracks are old-school instrumentals. Understandably, he spends much of the album trying to re-create the gospel flavor of Play, but all the soulful diva action gets tiresome after a while. Despite gorgeous guest shots from Jennifer Price (""In This World"") and the Shining Light Gospel Choir (""In My Heart""), there&apos;s too much vocal holleration and not enough songwriting to go around. The strongest tunes on 18 are the ones that hold bigger surprises, especially the beatific New Wave space oddity ""We Are All Made of Stars."" It sounds like a title that Ultravox or the Comsat Angels or somebody would have used in 1982, but it soars over a New Order-like guitar groove and Moby&apos;s modest voice. He sounds like an earnest young cleric scattering blessings over his flock, singing a love song to his new mass audience: ""People, they come together/And people, they fall apart/No one can stop us now/Because we are all made of stars.""
""Sunday (The Day Before My Birthday)"" is another coup, a funk collage sampling breathy vocals from Seventies disco kitten Sylvia Robinson, of ""Pillow Talk"" fame. And since Moby&apos;s birthday is September 11th, you&apos;re free to read whatever symbolism you like into Robinson&apos;s nostalgic sigh for the day before. ""Jam for the Ladies,"" featuring MC Lyte and Angie Stone, is a decent idea that never gets off the ground. But Azure Ray lends a frail, lovely vocal to the ballad ""Great Escape,"" foreshadowing ""Harbour,"" an amazing Unrest-style guitar drone that guest-stars - are you sitting down, Your Holiness? — Sinead O&apos;Connor, who hasn&apos;t sounded this awake since her 1995 Shane MacGowan duet ""Haunted.""
As for Moby&apos;s own voice, the guy no longer sings like a DJ. He&apos;s learned about vocal projection the way he&apos;s learned about album pacing, so he comes on stronger than ever as a singer, especially when he shows off his new deep-throat Iggy growl in ""Extreme Ways."" Techno might remain Moby&apos;s starting point, but his impolitic insistence on stroking his pop-star ambitions, however many of his anonymity-minded techno allies it may have cost him, has been good for his music, forcing him to master the pop virtues of melody, variety and rhythmic drive. As a result, he remains one of the few artists around who thinks big enough to make a record with the emotional reach of 18. But as he already proved years before he broke through to the designer-sneaker masses, he&apos;s committed to the lifelong pursuit of the perfect mix tape.",crawl-data/CC-MAIN-2019-13/segments/1552912203842.71/warc/CC-MAIN-20190325072024-20190325094024-00219.warc.gz
6,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/18-original-sun-greatest-hits-198457/,"p>Nowadays, Jerry Lee Lewis is a respected country and western star, instant success following each release. Actually, he&apos;s always been country. But he hasn&apos;t always been such a well respected man.
 
These two albums of re-releases return us to the Fifties, when Jerry Lee was the Mick Jagger of his day. If his (for then) outlandishly long blond hair, wild clothing, and frenzied act didn&apos;t aggravate the public sufficiently, he made up for it in other ways. He married three times before his twenty-third birthday; the last marriage, to his thirteen year-old cousin, came before his second divorce was final and he found himself tossed out of England as a result. Headlining several of the late Alan Freed&apos;s cross-country rock circuses, he was crucified by the press. And when Dick Clark brought rock to prime time TV, Lewis was the opening night star. Singing ""Great Balls of Fire"" and ""Breathless,"" the Pete Townshend of the piano discarded the stool, pounded the keys with his elbows, and transformed himself into a golden mass of perspiration. Jerry Lee was then at his peak, but the public wasn&apos;t ready for him, and he soon faded. His style, both on stage and off, was part of his downfall.
It&apos;s ""Jerry Lee Lewis and his Pumping Piano,"" as the labels of his old Sun 45s once boasted; a distinctive vocal style, a country sound, a crazed piano, a guitar break, an occasional sax. His biggest hits are here; ""Whole Lotta Shakin&apos; Going On,"" ""Great Balls of Fire,"" ""Breathless,"" and the equally good but lesser known ""High School Confidential."" They remain among the best examples of pure rock. The other numbers are straight C&W or rhythm and blues, all reflecting the musical flavor of the Fifties. We have a ""Teen-Age Letter,"" a ""Break-Up,"" and ""Save the Last Dance for Me.""
Many of the lyrics and arrangements are, of course, antiquated. People simply don&apos;t sing about ""boppin&apos; at the high school hop"" or dancin&apos; shoes anymore. And background ""doo-wahs"" are scarce today. Yet the result overshadows these distractions.
Lewis&apos; voice, that slow southern drawl filled with power, urgency, sureness, and sexuality, is the same sort of voice that most of the early English groups tried to recreate, and it is still the voice of today. The white use of black pronunciation (""Great Balls of Fire,"" ""Little Queenie"") which Lewis carried on in true country tradition is now more common than ever. His fascination with boogie (""Lewis Boogie,"" ""What&apos;d I Say"") reflects a knowledge of a form that many people today feel they have just uncovered.
""Whole Lotta Shakin&apos; Going On"" and ""Great Balls of Fire"" speak for themselvies as Lewis&apos; own contribution to the permanent history of rock, and ""High School Confidential"" is beautiful. Here he is, ordering his woman to open her door and get her dancing shoes before the juke box blows a fuse. The music stops, he sings; it stops, he sings. The song is so fast it stuns, the voice so urgent it spells emergency. So what if they&apos;re going to a high school hop? It could be anywhere, and it could be any fuse getting ready to blow. He also does Chuck Berry&apos;s ""Little Queenie"" and Barrett Strong&apos;s ""Money,"" long before the English ""discovered"" them for white audiences. Jerry Lee knew back when.
Again, while millions are only now finding country music, Lewis always knew it. The C&W numbers also show shapes of things to come, as well as what had been. ""Move on Down the Line"" reminds me of the putdown songs of the Stones. ""Fools Like Me"" and ""I&apos;ll Make it All Up to You"" are country, but like much country, they are also the blues. And everyone tries his hand at the blues today. Especially with Hank Williams&apos; ""You Win Again"" do we see why Lewis is a top country figure today. The music is not as smooth as country&apos;s Top Forty, nor is the singing. But the beginnings are there, the feeling if you want to get corny.
For me, however, ""Breathless"" remains his masterpiece. The piano is pumping, the voice is raw Louisiana, and only the tired adjective ""frantic"" can describe the song&apos;s total effect. The gasp for air each time he confesses he&apos;s breathless, the substitution of squeals and groans for words, the half-talk, half-sing style; everything is perfect. There is a bit of ""Breathless"" in most good rock today. Only the ""good-ness grac-ci-ous"" of ""Great Balls of Fire"" matches the creativity of this song.
Lewis is not a great singer, a great musician, nor does he write much. He is a great interpreter. He takes the words and the music that others have put on paper and makes them his. Not many of today&apos;s groups have this ability. The best write their own material. The others don&apos;t last very long. It is this ability that makes ""Breathless,"" ""Great Balls of Fire,"" and ""Whole Lotta Shakin&apos;"" great.
Like a few of the other rock stars of his time, like Presley, the Everlys, and Roy Orbison, he unwittingly foresaw the future. The forecasting is one of the remarkable aspects of these albums. His rock numbers still stand up. His country flavor is again the big thing. The blues, the boogie, the monologue; it&apos;s all here. Those who saw him in the earlier days will recall one of rock&apos;s wildest, yet best performers. A wild white singer, Mick Jagger with a piano. Those who never saw him can visualize it all by listening to these numbers, songs running from self-pity to gloating overbearance to simple statements of fact. And Jerry Lee was a revolutionary before it became fashionable. He just did what he thought was right.
A few of the songs on the albums are truly great. Most of them are good. There are a few duds, which is remarkable considering that Sun probably scrounged through their files to find enough material for the set.
Lewis is now enjoying a revival among rock listeners as well as among country fans, but he&apos;s only doing what he&apos;s always done; a bit more subdued, but basically the same thing. Hearing these albums won&apos;t conjure up visions of him singing ""What Made Milwaukee Famous Has Made a Loser Out of Me."" But it&apos;s so very easy to close your eyes and be back in the balcony of the Brooklyn Fox seeing Alan Freed introduce the one and only Jerry Lee Lewis.",crawl-data/CC-MAIN-2019-13/segments/1552912202704.58/warc/CC-MAIN-20190323000443-20190323022443-00336.warc.gz
7,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/19-106119/,"Like fellow crooners Amy Winehouse and Kate Nash, Adele Adkins polished her skills at the Brit School in south London – as good a finishing academy as American Idol. Her debut, which topped the British charts earlier this year, lacks the bad-girl brio of those grads, but it shows off a vocal instrument that smokes the competition. Check out ""Cold Shoulder,"" a lover&apos;s blues, produced by Winehouse&apos;s secret weapon, Mark Ronson: Over swirling strings and a snare pattern borrowed from James Brown&apos;s ""Funky Drummer,"" Adele reads her man the riot act with a mix of Memphis-soulmama swoops and cockney-street-punk stops. ""Melt My Heart to Stone"" and ""Tired,"" co-written with veteran U.K. hit-maker Eg White, are retro-modern R&B exercises with similar charm. On more sparsely arranged numbers, though – including a measured cover of Dylan&apos;s unlikely pop standard ""Make You Feel My Love"" – her marvelous technique can become cloying, and the boilerplate verses on her originals don&apos;t help. Here&apos;s hoping the girl&apos;s storytelling will one day be as interesting as her phrasing.",crawl-data/CC-MAIN-2019-13/segments/1552912205163.72/warc/CC-MAIN-20190326115319-20190326141319-00465.warc.gz
8,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/1977-249929/,"""You used to strip for a nigga,"" Terius Nash reminisces on ""Used To Be."" ""Now, you got nothing but lip for a nigga."" 1977, a free, ""unofficial"" album from the urban pop titan usually known as The-Dream, is full of crassness like this: poorly articulated male scorn rooted in juvenile, you-made-me-cheat reasoning. ""Just me and my bottle of Patron singing this drunk song,"" he bellows on ""Wedding Crashers,"" and for once he nails it: The album seems like it&apos;s full of the slurred, narcissistic half-truths that lurk at the bottom of a shot glass. Equally flat is the production, where Nash trades in his radio killing Southern bounce for a moody synth-fest that rarely coalesces – imagine R. Kelly produced by The Weeknd. Def Jam was smart to shelf this.
Listen to ""Used to Be"":
Related• Photos: The Week&apos;s Hottest Live Shots",crawl-data/CC-MAIN-2019-13/segments/1552912203462.50/warc/CC-MAIN-20190324145706-20190324171706-00010.warc.gz
9,rollingstone.com/music/,music,https://www.rollingstone.com/music/music-album-reviews/1989-90808/,"When Taylor Swift decides to do something, the girl really knows how to overdo it. So on her fifth album, when she indulges her crush on Eighties synth-pop, she goes full blast, spending most of the album trying to turn herself into the Pet Shop Boys. 1989 is a drastic departure – only a couple of tracks feature her trademark tear-stained guitar. But she&apos;s still Taylor Swift, which means she&apos;s dreaming bigger and oversharing louder than anyone else in the game. And she still has way too many feelings for the kind of dudes who probably can&apos;t even spell ""feelings.""

Swift has already written enough great songs for two or three careers. Red, from 2012, was her Purple Rain, a sprawling I-am-the-cosmos epic with disco banjos and piano ballads and dubstep drops. But as every Eighties pop star knew, you don&apos;t follow one epic with another – instead, you surprise everybody with a quick-change experiment. So rather than trying to duplicate the wide reach of Red, she focuses on one aspect of her sound for a whole album – a very Prince thing to do.
Max Martin produced seven of these 13 songs, and his beats provide the Saturday-night-whatever soundtrack as Swift sings about the single life in the big old city she always dreamed about. In ""Welcome to New York,"" she finds herself in a place where ""you can want who you want/Boys and boys, and girls and girls."" She hits cruise mode on the floor in ""Blank Space"" (""I can make the bad guys good for the weekend"") and the hilariously titled ""Style,"" where she swoons, ""You got that James Dean daydream look in your eye.""
The best moments come toward the end, when Swift shakes up the concept. ""How You Get the Girl"" mixes up the best of her old and new tricks, as she strums an acoustic guitar aggressively over Martin&apos;s expert disco surge. ""This Love"" brings back her most simpatico producer, Nathan Chapman, for the kind of tune that they were just starting to call a ""power ballad"" in 1989. (The precise equivalent would be Bon Jovi&apos;s ""I&apos;ll Be There for You."") On the killer finale, ""Clean,"" English singer Imogen Heap adds ethereal backup sighs to Swift&apos;s electro melancholy (""You&apos;re still all over me like a wine-stained dress I can&apos;t wear anymore"").
If there&apos;s nothing as grandiose as ""All Too Well"" or ""Dear John"" or ""Enchanted,"" that&apos;s because there wasn&apos;t meant to be. 1989 sets the record for fewest adjectives (and lowest romantic body count) on a Swift album. Most of the songs hover above the three-minute mark, which is a challenge for Tay – she&apos;s always been a songwriter who can spend five minutes singing about a freaking scarf and still make every line hit like a haymaker. But if you&apos;re into math, note that the three best songs here – ""How You Get the Girl,"" ""This Love,"" ""Clean"" – are the three that crash past four minutes. This is still an artist who likes to let it rip. Deeply weird, feverishly emotional, wildly enthusiastic, 1989 sounds exactly like Taylor Swift, even when it sounds like nothing she&apos;s ever tried before. And yes, she takes it to extremes. Are you surprised? This is Taylor Swift, remember? Extremes are where she starts out.",crawl-data/CC-MAIN-2019-13/segments/1552912203326.34/warc/CC-MAIN-20190324043400-20190324065400-00417.warc.gz
