,Domain/Prefix,Genre,URL,Text,Warc file
0,loudwire.com,rock,https://loudwire.com/,Subscribe now for our Find Out How to Tune In ,crawl-data/CC-MAIN-2019-13/segments/1552912201455.20/warc/CC-MAIN-20190318152343-20190318174343-00389.warc.gz
1,loudwire.com,rock,https://loudwire.com/10-acts-biggest-hit-cover-song/,"With bands like Disturbed, Bad Wolves and Weezer recently scoring gigantic hits by covering old classics, it’s worth noting that this isn’t anything new for the rock world. Some of the most iconic artists in rock and metal history got their biggest hit with a cover, despite building a discography filled with unforgettable cuts. Elvis Presley's most successful song was a cover of Big Mama Thornton. The crown jewel of Elvis’ untouchable body of work, “Hound Dog,” sold 10 million copies globally and became the King’s highest-selling single of his career. “Hound Dog” also topped the U.S. pop chart for 11 weeks, cementing a record which stood for a staggering 36 years. Fellow Rock and Roll Hall of Famer Joan Jett created one of music’s most illustrious solo careers after leaving the Runaways. Though Jett has graved the U.S. Top 40 a total of nine times, her only No. 1 hit is “I Love Rock ’n’ Roll,” a cover of an Arrows song from the ‘70s. Most people don’t even know Jett’s megahit is a cover, proving how synonymous the song is with rock’s leather-clad queen. Tesla’s “Signs” is instantly recognizable, but it was the second time the song was a huge hit. Five Man Electrical Band popularized the cut in 1971, selling half a million copies of the single. When Tesla made their version of “Signs,” it peaked all the way at No. 8, besting the original which only hit No. 24. Thanks to “Signs,” Tesla sold a million copies of their 1990 album, Five Man Acoustical Jam. Check out these 10 Acts Whose Biggest Hit Was a Cover Song in the Loud List above. Best Metal Song of Each Year Since 1970 ",crawl-data/CC-MAIN-2019-13/segments/1552912201996.61/warc/CC-MAIN-20190319143502-20190319165502-00025.warc.gz
2,loudwire.com,rock,https://loudwire.com/10-albums-you-wont-believe-went-platinum/,"In modern times, it’s nearly impossible for rock act to earn platinum albums. In today’s record industry, where bands who play stadiums can’t sell a million copies of an album, it’s truly surreal to look back at acts who easily got their platinum plaques in the recent past. In the 2010s, only acts like Kid Rock, Nickelback, Fall Out Boy and Paramore have been able to attain platinum status, but that’s about it. Soundgarden achieved platinum status with their Telephantism compilation, but that's because one million copies were included in packages for the video game Guitar Hero: Warriors of Rock. Even the biggest names in rap and pop are having a rough time, whereas just a decade ago, groups were selling millions of albums after releasing just one radio hit. These days, it's quite an achievement for a major rock band to even earn a gold album for shipments of 500,000 copies. The 10 artists found in this Loud List aren’t necessarily bad, but most of them happen to be one-hit wonders. Remember when Ugly Kid Joe played the 1992 MTV Video Music Awards -- the same year that Nirvana stole the show with “Lithium”? That was off the strength of “Everything About You,” which led to Ugly Kid Joe’s debut album going double platinum. It’s safe to say he group hasn’t experienced the same success since. How about the post-grunge radio rock explosion of the early 2000s? Thanks to often overplayed radio hits, bands like Default and Crossfade got some pretty fat record sales, selling over a million copies of their breakout albums each. And let's not forget the one and only Crazy Town! Check out 10 Albums You Won’t Believe Went Platinum in the Loud List above! 10 Bands You Won't Believe Actually Exist 15 Greatest Punk Bands ",crawl-data/CC-MAIN-2019-13/segments/1552912202589.68/warc/CC-MAIN-20190322014319-20190322040319-00404.warc.gz
3,loudwire.com,rock,https://loudwire.com/10-artists-wrongly-labeled-as-satanic/,"‘Satanic panic’ has existed in music long before Tony Iommi played his first tritone. However, due to metal’s imagery, brutality and subject matter, many groups have jumped the gun to label an artist ‘Satanic.’ Here are 10 times they were dead wrong. One of the greatest videos on YouTube was shot by Dimebag Darrell himself. While Pantera were chilling in their hotel on tour, a group of Christians came in and literally tried to exorcise demons from the Cowboys From Hell. It’s absolutely hilarious to watch, especially due to the fire effects added in post-production. Marilyn Manson has been blamed for just about every negative event to happen since the early ‘90s. Religious groups were quick to claim Satan was doing his work through Manson, but in an iconic interview with Bill O’Reilly, the Antichrist Superstar brilliantly laughed off any Satanic stamp. Regardless of how well spoken Manson was, it hasn’t stopped religious groups from protesting his concerts around the country. Burzum’s Varg Vikernes is many things, including a convicted murder and a noted white supremacist, but he’s no devil worshipper. In a video on his personal YouTube channel, Vikernes dismisses any ties with Satanism and even crushes the media’s perspective on Satanism in the world of ‘Satanic black metal.’ Check out these 10 Artists Wrongly Labeled as Satanic in the Loud List above. 10 Saddest Metal Songs of All Time Top 11 Rock + Metal Drinking Songs ",crawl-data/CC-MAIN-2019-13/segments/1552912204736.6/warc/CC-MAIN-20190325234449-20190326020449-00374.warc.gz
4,loudwire.com,rock,https://loudwire.com/10-awesome-celebrity-metalheads/,"When a celebrity talks publicly about being a metalhead, it’s a win for all of us. As pop stars and mumble rappers continue to be showered with media attention, every metal mention stands out like a guttural vocal at a farmers market, so we collected 10 of them for this Loud List. As if Margot Robbie didn’t already gain favor from metalheads for playing Harley Quinn in Suicide Squad, she landed even more cred by shouting out Silverstein, Bullet for My Valentine and Slipknot while guesting on The Tonight Show Starring Jimmy Fallon. While being interviewed by Fallon, Robbie called the Slipknot show she attended “probably the best concert I’ve ever gone to.” Robbie continued, “Even if you don’t like metal, I think you’d appreciate a Slipknot concert, because it’s incredible to watch.” Who knew that pop princess Demi Lovato grew up listening to deathcore? During an interview with Front Row Live Entertainment, Lovato spoke about Job for a Cowboy and Bring Me the Horizon as bands she continues to revisit. The “Sober” singer also reminisced about seeing Unearth and Dimmu Borgir live — headbanging the whole time, losing a shoe in the pit and crowdsurfing to the stage. Much respect. During the lifetime of iconic actor Sir Christopher Lee, he didn’t just love heavy metal — he sang it. Along with his own heavy metal records, Lee sang with Rhapsody on “The Magic of the Wizard’s Dream” and provided an epic spoken-word performance for Manowar’s “Dark Avenger.” Check out Jim Carrey, Lady Gaga, Kat Von D and more in these 10 Awesome Celebrity Metalheads in the Loud List above. 2018’s Best Metal Albums… So Far WWE Superstars on Their Dream Rock + Metal Wrestlemania Entrances ",crawl-data/CC-MAIN-2019-13/segments/1552912202781.33/warc/CC-MAIN-20190323080959-20190323102959-00022.warc.gz
5,loudwire.com,rock,https://loudwire.com/10-awesome-good-guy-grohl-moments/,"Foo Fighters frontman Dave Grohl is the undisputed ""nicest guy in rock."" It doesn't matter whose name you try and pin to that label, because Grohl will out-nice them every time. Grohl's humility and talent deserve a tribute, so we've rounded up 10 Awesome 'Good Guy Grohl' Moments. In this Loud List, you'll see Dave Grohl's good-heartedness in a menagerie of ways. While accepting an award recently, the Foos frontman / former Nirvana drummer shocks the crowd with a surprise and free two-hour concert. Also in the vein of treating fans like gold, Dave helps a kid out of a Them Crooked Vultures pit and brings him onstage. You'll also see Grohl take some time to sign autographs for devoted Foo fans. Foo Fighters also played a charity gig in Christchurch, New Zealand after a devastating earthquake hit the city. Fans were more than appreciative to watch a rare Foo Fighters show, while money was raised to rebuild the crowd's home town. Dave Grohl is one hell of a family man, as well. Above, you'll see Dave Grohl take a few seconds to give his daughter a kiss while performing onstage. Also, we've got a moment where Dave's daughter innocently disrupts a recording session, but being the nice guy he is, Grohl remains all smiles. Check out 10 Awesome 'Good Guy Grohl' Moments in the video above! Also, be sure to check out more exclusive Foo Fighters stuff below! See Dave Grohl in These 10 Epic Concert Ejections See How Old Dave Grohl + Other Rock Stars Are in This Birthday Gallery ",crawl-data/CC-MAIN-2019-13/segments/1552912202526.24/warc/CC-MAIN-20190321152638-20190321174638-00176.warc.gz
6,loudwire.com,rock,https://loudwire.com/10-awesome-rock-star-cameos-on-kids-shows/,"You’ve gotta turn them into metalheads while they’re young! These rock and metal legends got so big they were offered spots on TV’s most popular kids shows… and they knocked it out of the park. Who remembers Pre-Hibernation Week? Spongebob Squarepants pulled one of the greatest cred moves in Nickelodeon history by employing the services of Pantera. The band got name-checked and everything on Spongebob, which used “Death Rattle” to score the entire “Pre-Hibernation Week” episode. If you’ve never seen Dave Mustaine’s cameo on Duck Dodgers, you’re missing out. The futuristic Daffy Duck series aired in the early 2000s, with Mustaine voicing himself as a shredder who can strike down UFOs with his guitar laser beam. Marvin the Martian didn’t stand a chance, and Megadeth’s frontman even got praise from Daffy himself in the show. One of Alice Cooper’s most iconic roles was on The Muppet Show. He had plenty of memorable moments on the legendary Jim Henson series, but we chose to highlight this scene with Sam the Eagle. As the Muppets’ resident disciplinarian, Sam didn’t approve of Alice’s antics, calling the shock rocker “demented, sick and degenerate,” which Cooper naturally took as a compliment. Check out these 10 Awesome Rock Star Cameos on Kids Shows in the Loud List above. 10 Greatest Metal Albums of All Time Top 10 LGBT Icons in Rock + Metal ",crawl-data/CC-MAIN-2019-13/segments/1552912206677.94/warc/CC-MAIN-20190326220507-20190327002507-00248.warc.gz
7,loudwire.com,rock,https://loudwire.com/10-awesome-wheelchair-crowd-surfers/,"We’ve got to tip our hats to the fellow rockers who make everyone feel welcome at shows. Crowd surfing can be the thrill of a lifetime for a fan, and these audiences made sure our disabled friends experienced an unforgettable moment. At a recent Prophets of Rage festival show, one kid in a wheelchair didn’t just crowd surf through the gigantic crowd… a team of people carried his chair on their shoulders and carried him toward the front. You can see this guy rocking out harder than anyone in the pit and it’s got to bring a smile to your face. One Iron Maiden fan actually made it into a pro-shot concert during the band’s Book of Souls tour. To get a shoutout from Bruce Dickinson in front of tens of thousands of fans is pretty incredible. “I’ll tell you man, awesome!” Bruce said. “That’s made my year.” It doesn’t get any cooler than that! We usually don’t write about Coldplay on this website, because… well… it’s Coldplay. But they deserve everyone’s respect for inviting a wheelchair-bound fan onstage while the group played a stadium. The man didn’t just get a moment in the spotlight with Coldplay, he actually busted out a harmonica and performed a duet with Chris Martin, receiving roars of approval from the crowd. Legendary stuff! Check out these 10 Awesome Wheelchair Crowd Surfers in the Loud List above. 10 Greatest Bands Who Never Changed Members 10 Times Black Metal Was Actually Terrifying ",crawl-data/CC-MAIN-2019-13/segments/1552912202476.48/warc/CC-MAIN-20190321010720-20190321032720-00223.warc.gz
8,loudwire.com,rock,https://loudwire.com/10-band-names-that-would-make-a-great-thanksgiving-meal/,"Thanksgiving is always a favorite time of the year whether you're looking forward to stuffing some stuffing down your gullet, grabbing your favorite part of the turkey, diving into some yams and maybe a glass of wine or bottle of beer — or four — to wash it all down. We had some fun taking a look at the crossover between rock and metal bands and the food they're named after. Yes, we're talking about bands like Korn, Lamb of God and more! This is one of our more lighthearted lists as we got caught in the spirit of the holiday, so pass the gravy and scroll through the gallery at the top of the page to see 10 Bands Names That Would Make a Great Thanksgiving Meal! Top 100 Hard Rock + Metal Albums of the 21st Century 20 Greatest Metal Riffs of All Time ",crawl-data/CC-MAIN-2019-13/segments/1552912202711.3/warc/CC-MAIN-20190323020538-20190323042538-00023.warc.gz
9,loudwire.com,rock,https://loudwire.com/10-bands-influenced-by-alice-in-wonderland/,"The time has come, my little friends, to talk of other things, of Manson, Ghost, In This Moment and other rock kings and queens. Yes, today, we are taking a trip down the rabbit hole to examine the many artists who have drawn inspiration from beloved children’s book author Charles L. Dodgson, whom you better know as Lewis Carroll, the man who penned 1865's Alice’s Adventures in Wonderland and its sequel, 1871's Through the Looking-Glass. When Disney first adapted the Lewis Carroll classic in 1951, it was a groundbreaking film for the studio as it was the first to ever feature a heroine who did not have a love interest. Alice was an independent girl who let adventure and curiosity lead her. She solved her own problems, sometimes with the help of the friends she made along the way, and was not just another damsel in distress, waiting for a Prince to save her. She was strong, savvy, and eventually, became a queen for her own bravery, not because she married into royalty. This wasn’t only Disney’s first feminist film, but unfortunately, their last until the '90s. The Alice-verse has drawn so many in the alternative and metal scenes to its whimsy. This is likely because the story seems to have lots of drug references. Alice’s “trip” down the rabbit hole is often thought to be a metaphor for the hallucinations that come with using psychedelics. Many of the characters, such as the Walrus, the Caterpillar, and the Dodo Bird smoke various pipes and hookahs, and at one point, Alice is even referred to as a “weed” by the talking flowers. Not to mention, Alice consumes some “magic mushrooms” at one point. While experts do not believe this was the intent of Carroll’s imagination, it hasn’t stopped pop culture figures from interpreting it as such. In addition to the curious psychedelic metaphors, Alice’s Adventures take a very grim turn when she meets the Red Queen, a vicious tyrant who has a penchant for beheading people. No fairy tale would be complete without a villain, but there is something extra dark about the savagery of the Queen’s preferred method of murder. This is just another element that makes the sweet children’s tale metal AF. So follow us down the rabbit hole, to Wonderland we go! ",crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/warc/CC-MAIN-20190320230554-20190321012554-00430.warc.gz
